,date,pos,neg
0,2020-12-08,2912,2413
1,2020-12-07,1742,1780
2,2020-12-06,1059,812
3,2020-12-05,1819,1973
4,2020-12-04,3457,3049
5,2020-12-03,3070,2928
6,2020-12-02,931,1249
