,date,pos,neg
0,2020-12-15,3461,2926
1,2020-12-14,2841,2017
2,2020-12-13,1717,962
3,2020-12-12,2011,1468
4,2020-12-11,2970,2717
5,2020-12-10,3222,2971
6,2020-12-09,1776,2599
7,2020-12-08,400,460
